LarvaeMorphID,CilType,Area,MajorAxisLength,MaxFeretDiameter,MinFeretDiameter,MinorAxisLength,Perimeter,Batch
J126_B1_16,Extent,1087,70.19938975,63.63175308,21.04893671,20.96612222,161.636,B2
J126_B1_16,Extent,32,8.137578052,7.211102551,4.714951668,5.221624162,24.312,B2
J126_B1_16,Extent,122,17.93404533,16.4924225,10,10.15873256,56.28,B2
J126_B1_16,Extent,17,7.690929155,6.708203932,2.236067977,2.838117225,16.898,B2
J126_B1_16,Extent,86,17.47189954,16.1245155,5.813776741,6.463346173,40.624,B2
J126_B1_16,Extent,2562,164.1280479,146.9965986,26.55175805,23.21055963,334.776,B2
J126_B1_16,Extent,45,8.189524741,7.615773106,6,7.152687243,23.554,B2
J126_B1_16,Extent,32,8.486631956,7.615773106,4,4.861804621,21.312,B2
J126_B1_16,Extent,24,10.79345405,9.486832981,3.111269837,3.322439438,23.14,B2
J126_B1_20,Area,30194,272.3851397,261.6046636,141.1676629,145.6423573,725.144,B2
J126_B1_20,Extent,3203,210.142516,185.7848218,26.16597969,23.40420298,416.712,B2
J126_B1_21,Area,16085,311.5735223,293.4927597,99.24118287,84.36302902,745.666,B2
J126_B1_21,Area,3200,80.10801532,78.39005039,51.04310802,51.55831239,221.222,B2
J126_B1_21,Area,3090,67.40431289,70.40596566,60.03710544,60.9185631,218.19,B2
J126_B1_21,Extent,4836,313.4101655,273.162955,42.91283084,37.91533407,613.424,B2
J126_B1_21,Extent,984,64.29349211,59.13543777,21.2515615,20.81315364,146.942,B2
J126_B1_21,Extent,1048,67.19257201,61.40032573,22.89588369,22.00925196,152.738,B2
J126_B1_25,Area,10245,201.9829738,196.2549362,72.21185275,68.48909095,481.03,B2
J126_B1_25,Extent,2936,192.3015519,170.6282509,24.48650775,21.5839188,381.604,B2
J128_B1_1,Area,18992,215.9122474,200.3821349,115.2584053,118.1360189,588.544,B2
J128_B1_1,Extent,2945,193.6622137,169.3310367,30.92318576,26.50656727,384.8,B2
J128_B1_2,Area,8610,153.1003164,152.7514321,82.18796178,76.81094959,426.864,B2
J128_B1_2,Extent,2190,143.8551359,127.800626,23.33045487,21.78625756,291.17,B2
J128_B1_3,Area,13071,165.0648825,155.7690598,103.4750058,103.2534594,468.724,B2
J128_B1_3,Area,19364,385.9017714,356.4393357,88.33492198,79.36346383,834.558,B2
J128_B1_3,Extent,2100,136.4106526,121.8400591,20.43273632,20.44428723,282.228,B2
J128_B1_3,Extent,6516,418.693799,362.0635303,63.57239959,60.67105299,811.73,B2
J128_B1_4,Area,25306,459.7130139,392.4601891,129.1773231,106.90687,1127.982,B2
J128_B1_4,Extent,16,6.279298888,5.099019514,2,3.249371966,16.656,B2
J128_B1_4,Extent,5,3.18564071,2.236067977,1,1.879382246,7.828,B2
J128_B1_4,Extent,13,4.402870669,3.605551275,2.828427125,3.765266182,12.484,B2
J128_B1_4,Extent,6857,435.1529751,377.446685,73.16307151,72.96926463,854.034,B2
J128_B1_5,Area,42806,423.6911523,403.7672597,210.1490713,175.8393053,1102.238,B2
J128_B1_5,Extent,6778,407.5754599,347.942524,85.01452815,89.21919861,833.372,B2
J128_B1_6,Area,6146,152.652837,138.9244399,61.14446268,57.00879501,379.578,B2
J128_B1_6,Area,40979,529.148587,486.5655146,172.2648711,140.9590622,1255.524,B2
J128_B1_6,Extent,2257,145.9062129,130,30.18716253,26.58741196,297.12,B2
J128_B1_6,Extent,7090,435.048413,364.7903507,85.36863785,90.39413114,870.06,B2
J128_B1_7,Area,33129,484.1793625,428.1728623,171.9186977,138.4687371,1129.652,B2
J128_B1_7,Extent,7371,456.6751242,388.3297568,93.91962458,95.41573849,909.398,B2
J128_B1_8,Area,14709,255.7778585,234.0875904,95.73996023,82.71441691,616.876,B2
J128_B1_8,Extent,3696,238.2318871,208.3314667,38.90764364,34.4013282,476.838,B2
J128_B1_9,Area,13089,224.9858506,202.7658748,80.20617418,78.2608116,537.742,B2
J128_B1_9,Area,18225,223.9733489,225.9424706,117.5286089,111.3615138,590.15,B2
J128_B1_9,Extent,3093,204.0203608,177.8819833,30.17241566,26.15308388,401.526,B2
J128_B1_9,Extent,3180,211.385462,184.3908891,29.73028179,26.36154049,415.666,B2
J128_B1_10,Area,19061,284.3050215,254.125953,99.42976401,92.56778374,664.264,B2
J128_B1_10,Extent,3490,225.5170181,197.0913494,36.84652787,32.99944216,448.316,B2
J132_B1_1,Area,6347,106.3225005,108.9082182,76.12890224,77.99711046,318.852,B2
J132_B1_1,Area,23165,313.0334837,286.1782661,117.4645341,105.3857841,770.774,B2
J132_B1_1,Extent,1742,114.2175299,101.2126474,23.37810742,21.93159895,240.228,B2
J132_B1_1,Extent,4227,272.4593302,238.6503719,39.19317438,35.42808633,536.762,B2
J132_B1_3,Area,11444,193.3119352,195.3586445,93.99831757,85.94160497,520.112,B2
J132_B1_3,Extent,2668,174.4332061,153.0032679,28.28391807,24.59351915,345.934,B2
J132_B1_4,Area,3909,90.40031755,89.55445271,54,56.62044982,246.7,B2
J132_B1_4,Area,6054,125.3681255,119.0965994,61.09663963,64.25549174,333.17,B2
J132_B1_4,Extent,813,54.68426138,50.35871325,18,19.36762448,123.592,B2
J132_B1_4,Extent,558,36.66750265,34.92849839,19.88792125,19.83775709,93.248,B2
J132_B1_6,Area,62520,563.5259763,519.0857347,198.7628008,171.7894965,1317.332,B2
J132_B1_6,Area,11596,200.7367882,191.8019812,89.57513684,80.71088882,495.87,B2
J132_B1_6,Extent,2785,179.2022256,156.8183663,33.26501128,29.80322438,364.38,B2
J132_B1_6,Extent,7531,470.7026123,400.0312488,92.31018465,99.29236658,945.588,B2
J132_B1_7,Area,33602,290.2049684,278.0017986,155.1644772,154.1577363,784.454,B2
J132_B1_7,Area,6033,96.6400294,100.6479011,79.36196915,83.87049836,313.018,B2
J132_B1_7,Area,7493,176.889913,160.7513608,59.76063195,58.76571943,409.144,B2
J132_B1_7,Extent,4051,267.909216,233.5294414,36.25067874,31.44423897,520.812,B2
J132_B1_7,Extent,1639,107.2856694,96.88137076,21.58458055,20.62847034,224.356,B2
J132_B1_7,Extent,2331,155.5870905,137,23.0016584,21.54299938,308.036,B2
J132_B1_8,Area,3491,80.38466455,82.41965785,54.7749406,56.00852419,230.432,B2
J132_B1_8,Area,2792,71.55253837,71.69379332,46.88331351,50.92545004,206.216,B2
J132_B1_8,Extent,675,44.7038621,41.76122604,18.97366596,19.68177612,109.146,B2
J132_B1_8,Extent,1048,69.87621922,63.95310782,18.60408557,19.58812327,153.732,B2
J132_B1_9,Area,2251,56.71623217,58.1893461,48.92026055,51.72045363,182.152,B2
J132_B1_9,Area,5565,100.3970075,99.2975327,69.29646456,71.10034817,286.126,B2
J132_B1_9,Area,15389,165.6665986,177.7245059,127.1537034,124.6441434,518.456,B2
J132_B1_9,Extent,672,44.71628154,41.34005322,18.40580539,19.51219916,108.114,B2
J132_B1_9,Extent,1464,96.51095253,86.21484791,20.25868969,20.35719043,202.712,B2
J132_B1_9,Extent,1556,102.7183073,91.67878708,18.72034528,19.95654246,211.094,B2
J132_B1_10,Area,45831,492.8901544,442.8859898,152.6552711,138.7214487,1129.142,B2
J132_B1_10,Extent,6636,419.3011425,362.6403177,68.06643365,67.34296827,820.328,B2
