ImageID,JarID,MaxFeretDiamPix,MaxFeretDiamum,MorphNotes,PerimeterPix,Perimeterum,SurfaceAreaPix2,SurfaceAreaum2
5,J140_B1,564.5121788,63.57119131,,1818.386,204.7731982,227422,2884.074953
6,J140_B1,562.8374543,63.3825962,,1754.146,197.538964,213272,2704.630306
8,J140_B1,531.7518218,59.88196191,,1612.248,181.5594595,173695,2202.730602
9,J140_B1,553.3760024,62.31711739,,1743.992,196.3954955,209199,2652.978147
10,J140_B1,539.4747445,60.75166042,,1719.738,193.6641892,202348,2566.096502
13,J140_B1,582.0317861,65.54412006,,1766.592,198.9405405,215397,2731.578707
1,J141_B1,720.3089615,81.11587404,,2237.722,251.9957207,348217,4415.948888
2,J141_B1,656.8835513,73.97337289,,2056.642,231.6038288,293277,3719.221756
3,J141_B1,648.644741,73.04557894,,1953.712,220.0126126,266051,3373.9525
4,J141_B1,649.5606207,73.14871855,,2082.412,234.5058559,297821,3776.846948
5,J141_B1,681.1791248,76.7093609,,2184.004,245.9463964,327026,4147.213091
8,J141_B1,702.4813165,79.10825636,,2219.652,249.9608108,337762,4283.362755
11,J141_B1,643.851691,72.50582106,,2022.476,227.7563063,282299,3580.003145
12,J141_B1,679.1995289,76.48643343,,2103.786,236.9128378,307464,3899.135622
13,J141_B1,662.9871794,74.6607184,,2089.162,235.265991,298436,3784.646133
15,J141_B1,698.4618816,78.6556173,,2225.034,250.5668919,337722,4282.855491
1,J142_B1,568.264903,63.99379538,,1760.782,198.2862613,215467,2732.466419
2,J142_B1,589.8855821,66.42855654,,1832.208,206.3297297,232326,2946.265522
5,J142_B1,591.646009,66.62680282,,1807.47,203.5439189,223997,2840.640472
9,J142_B1,592.3655966,66.70783745,,1752.694,197.3754505,206899,2623.810466
12,J142_B1,619.1219589,69.72094132,,1851.47,208.4988739,235970,2992.477275
15,J142_B1,590.5116426,66.49905885,,1822.45,205.2308559,228580,2898.760247
16,J142_B1,581.9458738,65.53444525,,1805.114,203.2786036,225502,2859.72628
17,J142_B1,551.2104861,62.07325294,,1739.75,195.9177928,204857,2597.914638
20,J142_B1,604.6255039,68.08845765,,1904.832,214.5081081,249663,3166.12643
22,J142_B1,620.2596231,69.84905666,,1934.948,217.8995495,265014,3360.80168
1,J143_B1,690.5085083,77.75996715,,2183.672,245.909009,325235,4124.500345
2,J143_B1,707.5203177,79.67571145,,2222.576,250.2900901,336777,4270.871378
3,J143_B1,707.8092964,79.7082541,,2245.646,252.8880631,344526,4369.141101
4,J143_B1,707.5040636,79.67388104,,2253.736,253.7990991,344225,4365.323939
5,J143_B1,691.0028943,77.81564125,,2186.194,246.193018,332442,4215.89664
6,J143_B1,674.4456983,75.95109215,,2130.614,239.934009,309049,3919.235959
9,J143_B1,688.5586395,77.54038733,,2138.99,240.8772523,313809,3979.600377
10,J143_B1,709.3891739,79.88616823,,2227.302,250.8222973,338189,4288.777798
11,J143_B1,699.5141171,78.77411229,,2149.188,242.0256757,318222,4035.56428
12,J143_B1,714.8216561,80.49793425,,2240.27,252.2826577,340543,4318.630286
1,J144_B1,655.9268252,73.86563347,,2042.336,229.9927928,289791,3675.013696
2,J144_B1,569.9561387,64.18424985,,1817.456,204.6684685,228812,2901.702378
3,J144_B1,654.083328,73.65803243,,2077.278,233.9277027,297332,3770.645646
4,J144_B1,671.6107504,75.63184126,,2098.308,236.2959459,305824,3878.337797
5,J144_B1,669.005979,75.33851115,,2072.334,233.3709459,298338,3783.403336
6,J144_B1,659.3094873,74.24656389,,2074.718,233.6394144,299464,3797.682818
7,J144_B1,655.1717332,73.78060059,,2074.372,233.6004505,297088,3767.551335
8,J144_B1,663.6904399,74.7399144,,2081.966,234.4556306,299934,3803.64317
9,J144_B1,662.6884638,74.62707926,,2097.622,236.2186937,301521,3823.76887
10,J144_B1,668.5656288,75.28892216,,2131.418,240.0245495,314852,3992.827287
1,J145_B1,578.3632077,65.13099186,,1835.444,206.6941441,235933,2992.008055
2,J145_B1,585,65.87837838,,1809.316,203.7518018,229650,2912.329559
3,J145_B1,559.3943153,62.99485533,,1727.266,194.5119369,204129,2588.682432
7,J145_B1,614.9666658,69.25300291,,1902.348,214.2283784,251571,3190.322924
11,J145_B1,645.7011693,72.71409564,,2017.596,227.2067568,285466,3620.165774
12,J145_B1,567.0352723,63.85532346,,1762.246,198.4511261,213520,2707.775343
13,J145_B1,507.0276127,57.09770413,,1602.4,180.4504505,182588,2315.508076
14,J145_B1,594.9596625,66.99996199,,1824.362,205.4461712,232833,2952.695094
15,J145_B1,516.3642125,58.14912303,,1553.472,174.9405405,168659,2138.866062
16,J145_B1,585.362281,65.91917579,,1840.068,207.2148649,232243,2945.212949
1,J146_B1,662.1457543,74.56596332,,2081.214,234.3709459,298828,3789.61732
3,J146_B1,707.978107,79.7272643,,2237.506,251.9713964,345248,4378.297216
4,J146_B1,714.652363,80.47886971,,2225.036,250.5671171,341363,4329.029198
6,J146_B1,696.4689512,78.4311882,,2225.71,250.643018,339701,4307.952378
7,J146_B1,704.6367859,79.3509894,,2154.512,242.6252252,315868,4005.711793
8,J146_B1,697.5528654,78.55325061,,2193.786,247.047973,329042,4172.779198
9,J146_B1,659.2799102,74.24323313,,2031.15,228.7331081,286339,3631.236811
10,J146_B1,679.4733255,76.51726639,,2149.162,242.0227477,315997,4007.347719
11,J146_B1,690.1630242,77.72106128,,2143.24,241.3558559,315755,4004.278772
12,J146_B1,669.8134069,75.42943771,,2095.786,236.0119369,303711,3851.541575
1,J147_B1,580.8485173,65.41086907,,1834.068,206.5391892,227774,2888.538877
7,J147_B1,567.2080747,63.87478319,,1797.138,202.3804054,225619,2861.210028
13,J147_B1,547.2668453,61.62914925,,1765.114,198.7740991,214506,2720.279401
14,J147_B1,623.0457447,70.16280909,,1951.686,219.7844595,266133,3374.992391
15,J147_B1,606.8747812,68.34175464,,1875.584,211.2144144,241586,3063.697143
17,J147_B1,605.8258826,68.22363543,,1887.252,212.5283784,249170,3159.874401
18,J147_B1,530.2697427,59.71506111,,1730.286,194.852027,199639,2531.742046
19,J147_B1,591.8868135,66.65392044,,1876.196,211.2833333,242147,3070.811521
20,J147_B1,588.0688735,66.22397224,,1821.394,205.1119369,229317,2908.106586
21,J147_B1,615.4843621,69.31130204,,1912.82,215.4076577,253747,3217.918087
1,J148_B1,591.4228606,66.60167349,,1781.904,200.6648649,210710,2672.140045
2,J148_B1,591.8487983,66.64963945,,1853.152,208.6882883,237524,3012.184482
4,J148_B1,570.5479822,64.2508989,,1825.508,205.5752252,227085,2879.801254
6,J148_B1,614.3630848,69.18503207,,1909.406,215.0231982,254663,3229.534433
7,J148_B1,581.3406918,65.46629412,,1831.05,206.1993243,230012,2916.920299
8,J148_B1,598.7027643,67.42148247,,1811.762,204.0272523,228207,2894.03001
11,J148_B1,594.0210434,66.89426164,,1858.348,209.2734234,236147,2994.721918
12,J148_B1,525.2808772,59.15325194,,1652.426,186.084009,187100,2372.727457
15,J148_B1,616.7738646,69.45651628,,1896.96,213.6216216,246808,3129.920461
16,J148_B1,525.7613527,59.20735954,,1669.724,188.031982,193998,2460.205138
1,J149_B1,705.2162789,79.41624762,,2163.29,243.6137387,331385,4202.492188
2,J149_B1,721.5885254,81.25996908,,2242.728,252.5594595,347619,4408.365291
3,J149_B1,676.6099319,76.19481215,,2143.838,241.4231982,317539,4026.902747
4,J149_B1,698.0866708,78.61336383,,2176.564,245.1085586,322849,4094.242046
6,J149_B1,696.1817291,78.39884337,,2199.964,247.7436937,334409,4240.841348
9,J149_B1,682.842588,76.89668784,,2127.416,239.5738739,314144,3983.848714
10,J149_B1,695.041006,78.27038356,,2161.404,243.4013514,316611,4015.134222
11,J149_B1,672.2090449,75.69921677,,2081.57,234.411036,296547,3760.690589
12,J149_B1,650.298393,73.23180101,,2036.64,229.3513514,284615,3609.373732
13,J149_B1,702.0199427,79.05629985,,2223.112,250.3504505,341905,4335.902626
1,J152_B1,548.4706009,61.76470731,,1718.604,193.5364865,203959,2586.52656
3,J152_B1,626.7256178,70.57720921,,1910.502,215.1466216,253601,3216.066573
6,J152_B1,559.0295162,62.95377435,,1827.832,205.8369369,224218,2843.443105
7,J152_B1,535.0682199,60.25543017,,1679.814,189.1682432,195291,2476.602447
8,J152_B1,611.2094567,68.82989377,,1914.616,215.6099099,252540,3202.611395
9,J152_B1,587.3065639,66.13812657,,1849.1,208.231982,237119,3007.048434
11,J152_B1,589.6117367,66.3977181,,1844.292,207.6905405,234255,2970.72833
12,J152_B1,547.2494861,61.62719438,,1741.61,196.1272523,210194,2665.59634
14,J152_B1,475.7982766,53.580887,,1531.394,172.4542793,162524,2061.064443
15,J152_B1,592.7469949,66.75078771,,1808.54,203.6644144,223445,2833.640228
1,J153_B1,690.3984357,77.74757159,,2146.858,241.7632883,318132,4034.422936
2,J153_B1,670.0835769,75.45986226,,2142.054,241.2222973,316238,4010.403985
5,J153_B1,675.233293,76.03978525,,2148.652,241.9653153,317939,4031.975388
6,J153_B1,670.73169,75.53284797,,2148.066,241.8993243,319242,4048.499513
9,J153_B1,696.0581872,78.38493099,,2184.22,245.9707207,330048,4185.536888
10,J153_B1,654.9969466,73.76091741,,2073.66,233.5202703,293735,3725.029929
11,J153_B1,651.420755,73.35819313,,2032.438,228.8781532,282382,3581.055718
12,J153_B1,685.7528709,77.2244224,,2160.258,243.2722973,317638,4028.158226
13,J153_B1,673.8085782,75.87934439,,2114.398,238.1078829,302630,3837.832765
14,J153_B1,683.6504955,76.98766841,,2153.316,242.4905405,316999,4020.054683
1,J154_B1,691.185214,77.83617275,,2212.22,249.1238739,336748,4270.503612
3,J154_B1,659.4004853,74.25681141,,2086.654,234.9835586,298746,3788.577429
4,J154_B1,686.9970888,77.36453703,,2205.532,248.3707207,330609,4192.651266
5,J154_B1,679.4622874,76.51602336,,2129.558,239.8150901,308727,3915.152484
6,J154_B1,692.6831888,78.0048636,,2192.806,246.9376126,327277,4150.396173
10,J154_B1,685.2919086,77.17251223,,2170.296,244.4027027,322201,4086.024369
12,J154_B1,722.77244,81.39329279,,2193.94,247.0653153,322017,4083.690954
13,J154_B1,690.5743986,77.76738723,,2151.826,242.3227477,320308,4062.018099
14,J154_B1,686.5223958,77.31108061,,2174.068,244.8274775,325108,4122.889782
15,J154_B1,678.1887643,76.37260859,,2114.858,238.1596847,306506,3886.986649
1,J155_B1,638.8020038,71.93716259,,2048.768,230.7171171,281209,3566.1802
2,J155_B1,639.9578111,72.06732107,,2027.38,228.3085586,264586,3355.373955
4,J155_B1,572.917097,64.5176911,,1842.362,207.4731982,235508,2986.618375
5,J155_B1,546.1364298,61.5018502,,1701.674,191.629955,197474,2504.286381
6,J155_B1,500.8313089,56.39992217,,1559.254,175.5916667,163648,2075.318562
7,J155_B1,506.8066693,57.07282312,,1563.368,176.054955,167024,2118.131645
8,J155_B1,575.4059437,64.79796663,,1840.578,207.2722973,214405,2718.998559
9,J155_B1,594.1397142,66.90762547,,1810.464,203.8810811,225488,2859.548738
10,J155_B1,529.2730864,59.60282505,,1692.158,190.5583333,197320,2502.333414
11,J155_B1,552.0615908,62.16909806,,1742.986,196.2822072,212506,2694.9162
1,J156_B1,636.9050165,71.72353789,,1939.112,218.3684685,259327,3288.681418
2,J156_B1,510.4135578,57.47900426,,1583.344,178.3045045,166359,2109.698381
3,J156_B1,614.4794545,69.19813677,,1870.106,210.5975225,241280,3059.816573
5,J156_B1,556.7414121,62.69610497,,1724.77,194.2308559,202177,2563.927948
6,J156_B1,471.2504642,53.06874597,,1493.84,168.2252252,148383,1881.73393
7,J156_B1,559.803537,63.04093885,,1737.636,195.6797297,210691,2671.899095
8,J156_B1,577.5370118,65.03795178,,1796.132,202.2671171,223330,2832.181844
9,J156_B1,580.2516695,65.34365648,,1838.45,207.0326577,234435,2973.011018
10,J156_B1,589.8042048,66.41939243,,1796.986,202.3632883,216108,2740.595325
13,J156_B1,546.4951967,61.54225188,,1695.916,190.9815315,200849,2547.086783
1,J157_B1,696.0323268,78.38201878,,2172.844,244.6896396,315724,4003.885642
2,J157_B1,660.4195636,74.37157248,,2072.31,233.3682432,298123,3780.676792
4,J157_B1,668.3419783,75.2637363,,2161.698,243.4344595,322725,4092.669528
5,J157_B1,673.418889,75.83546047,,2159.264,243.1603604,318799,4042.881564
7,J157_B1,663.3882724,74.70588653,,2113.762,238.0362613,305333,3872.111131
8,J157_B1,672.4715607,75.72877936,,2128.36,239.6801802,305267,3871.274146
9,J157_B1,702.8314165,79.14768204,,2196.246,247.325,330356,4189.442821
10,J157_B1,668.3000823,75.25901828,,2127.978,239.6371622,305948,3879.910316
12,J157_B1,694.4494222,78.20376376,,2206.284,248.4554054,332889,4221.565315
14,J157_B1,675.1148051,76.02644202,,2153.112,242.4675676,318471,4038.721999
1,J158_B1,604.6693311,68.09339314,,1888.132,212.6274775,244810,3104.582623
2,J158_B1,587.802688,66.1939964,,1831.61,206.2623874,227907,2890.22553
4,J158_B1,598.2482762,67.37030137,,1834.03,206.5349099,230259,2920.052654
5,J158_B1,600.6829447,67.64447575,,1862.654,209.7583333,239474,3036.913603
6,J158_B1,592.4567495,66.71810242,,1754.4,197.5675676,206760,2622.047723
7,J158_B1,604.2532582,68.04653809,,1769.164,199.2301802,213236,2704.173768
8,J158_B1,601.266164,67.7101536,,1838.922,207.0858108,230277,2920.280923
9,J158_B1,624.4693747,70.32312778,,1819.686,204.9195946,222692,2824.090983
10,J158_B1,586.8236532,66.08374473,,1783.202,200.811036,217869,2762.927624
11,J158_B1,572.0139858,64.41598939,,1726.298,194.4029279,207260,2628.388524
1,J159_B1,688.7452359,77.56140044,,2134.374,240.3574324,317163,4022.134466
4,J159_B1,670.2514454,75.47876637,,2116.908,238.3905405,308412,3911.157779
5,J159_B1,663.5977697,74.72947857,,2079.29,234.1542793,295706,3750.025363
6,J159_B1,648.5838419,73.03872093,,1993.252,224.4653153,267018,3386.215607
7,J159_B1,665.5794468,74.95264041,,2113.94,238.0563063,309170,3920.770433
8,J159_B1,673.0832044,75.79765815,,2130.908,239.9671171,311650,3952.220802
9,J159_B1,690.9739503,77.81238179,,2180.716,245.5761261,330876,4196.037253
10,J159_B1,697.1549326,78.50843836,,2214.258,249.3533784,339633,4307.090029
11,J159_B1,649.502117,73.14213029,,2037.06,229.3986486,290950,3689.711671
12,J159_B1,663.1628759,74.68050404,,2053.444,231.2436937,293023,3716.000629
1,J160_B1,560.6157329,63.13240235,,1750.08,197.0810811,212979,2700.914597
2,J160_B1,554.9234181,62.49137591,,1769.686,199.288964,219250,2780.440914
3,J160_B1,588.1853449,66.23708839,,1805.15,203.2826577,225810,2863.632213
4,J160_B1,586.1006739,66.00232814,,1842.832,207.5261261,228877,2902.526682
5,J160_B1,588.5448156,66.27756932,,1812.794,204.1434685,231741,2938.846786
6,J160_B1,549.2831692,61.85621275,,1674.616,188.5828829,193784,2457.491275
7,J160_B1,552.1231747,62.17603319,,1685.05,189.7578829,196401,2490.679024
8,J160_B1,582.0807504,65.54963405,,1782.832,200.7693694,221138,2804.383776
9,J160_B1,578.2335168,65.11638703,,1756.514,197.8056306,215111,2727.951769
11,J160_B1,569.6683246,64.15183836,,1816.806,204.5952703,231483,2935.574933
2,J161_B1,662.4349025,74.59852506,,2056.756,231.6166667,294478,3734.452358
3,J161_B1,679.1178101,76.47723087,,2173.582,244.7727477,325773,4131.323046
5,J161_B1,693.3318109,78.07790663,,2212.36,249.1396396,336618,4268.855004
6,J161_B1,690.3948146,77.74716381,,2166.87,244.0168919,325980,4133.948137
7,J161_B1,666.5740769,75.0646483,,2067.418,232.8173423,293804,3725.904959
8,J161_B1,689.1683394,77.60904723,,2154.45,242.6182432,323923,4107.862085
11,J161_B1,642.3488149,72.33657825,,1996.756,224.8599099,274317,3478.77861
12,J161_B1,683.7579981,76.99977456,,2145.188,241.5752252,320987,4070.628906
13,J161_B1,672.241772,75.70290225,,2133.176,240.2225225,316761,4017.036462
14,J161_B1,692.5662423,77.99169395,,2164.934,243.7988739,327356,4151.39802
2,J162_B1,666.5740769,75.0646483,,2106.208,237.1855856,306454,3886.327206
3,J162_B1,694.1361538,78.16848579,,2185.442,246.1083333,327903,4158.334855
4,J162_B1,694.257157,78.18211227,,2191.85,246.829955,326711,4143.218387
5,J162_B1,668.6837818,75.30222768,,2102.602,236.7795045,305130,3869.536766
6,J162_B1,667.8390525,75.20710051,,2096.998,236.1484234,308828,3916.433325
8,J162_B1,696.5873958,78.44452655,,2164.856,243.7900901,327696,4155.709764
9,J162_B1,715.1957774,80.54006502,,2263.302,254.8763514,352505,4470.327591
10,J162_B1,682.2462898,76.82953714,,2196.538,247.3578829,338795,4296.462848
11,J162_B1,697.6331414,78.5622907,,2192.448,246.8972973,332176,4212.523334
12,J162_B1,697.9290795,78.59561706,,2143.214,241.3529279,316437,4012.927624
1,J163_B1,488.9376238,55.06054322,,1526.146,171.8632883,158559,2010.781897
2,J163_B1,626.0990337,70.50664794,,1913.01,215.4290541,253379,3213.251258
3,J163_B1,663.392041,74.70631092,,2097.506,236.2056306,296191,3756.175939
5,J163_B1,661.4718437,74.49007249,,2092.068,235.5932432,297487,3772.611294
6,J163_B1,607.6643811,68.43067355,,1877.698,211.4524775,246974,3132.025607
7,J163_B1,674.2143576,75.92504027,,2048.78,230.7184685,294763,3738.066614
8,J163_B1,633.4113987,71.33011247,,1986.004,223.6490991,269995,3423.968732
9,J163_B1,666.3122391,75.03516206,,2103.66,236.8986486,302117,3831.327104
11,J163_B1,574.9330396,64.74471167,,1856.246,209.0367117,236180,2995.140411
12,J163_B1,552.8697858,62.26011101,,1727.24,194.509009,199829,2534.15155
2,J164_B1,638.6587508,71.9210305,,2035.278,229.197973,290530,3684.385399
4,J164_B1,667.4316444,75.16122122,,2088.118,235.1484234,298938,3791.012296
5,J164_B1,664.1460683,74.79122391,,2114.672,238.1387387,301480,3823.248925
6,J164_B1,668.2828742,75.25708043,,2082.016,234.4612613,302798,3839.963274
7,J164_B1,627.6639228,70.68287419,,1950.794,219.684009,268529,3405.377506
8,J164_B1,655.6111652,73.83008617,,2093.15,235.7150901,304404,3860.329925
9,J164_B1,629.1359154,70.84863912,,1972.4,222.1171171,274154,3476.711509
10,J164_B1,655.2220997,73.78627249,,2022.844,227.7977477,283042,3589.425574
11,J164_B1,687.2241265,77.39010434,,2130.31,239.8997748,316665,4015.819028
14,J164_B1,683.8369689,77.00866767,,2110.272,237.6432432,311328,3948.137327
1,J165_B1,678.1519004,76.36845725,,2161.926,243.4601351,324103,4110.144773
2,J165_B1,688.0770306,77.48615209,,2181.24,245.6351351,330597,4192.499087
3,J165_B1,696.8414454,78.47313574,,2218.666,249.8497748,337744,4283.134486
5,J165_B1,676,76.12612613,,2146.512,241.7243243,322990,4096.030152
6,J165_B1,676.6513135,76.19947224,,2139.686,240.9556306,318794,4042.818156
7,J165_B1,624.695926,70.34864032,,1975.61,222.4786036,272787,3459.375761
8,J165_B1,676.7229862,76.20754349,,2174.386,244.8632883,327972,4159.209886
9,J165_B1,697.9233482,78.59497164,,2147.378,241.8218468,320373,4062.842403
10,J165_B1,712.3734975,80.22224071,,2230.692,251.2040541,348497,4419.499736
11,J165_B1,706.3915345,79.54859623,,2226.092,250.686036,337945,4285.683488
3,J166_B1,591.5166946,66.61224038,,1812.526,204.1132883,223115,2829.4553
10,J166_B1,524.3977498,59.05380065,,1669.49,188.0056306,194205,2462.830229
11,J166_B1,544.9889907,61.37263409,,1678.858,189.0605856,191742,2431.595447
13,J166_B1,512.5699952,57.72184631,,1513.458,170.4344595,154388,1957.886941
14,J166_B1,514.347159,57.92197736,,1629.266,183.4759009,186654,2367.071463
16,J166_B1,552.9412265,62.26815614,,1738.566,195.7844595,212256,2691.7458
18,J166_B1,588.0765256,66.22483396,,1818.706,204.8092342,225997,2866.003673
19,J166_B1,493.0415804,55.5227005,,1522.566,171.4601351,161891,2053.03699
20,J166_B1,540.7078694,60.89052583,,1674.896,188.6144144,198950,2523.004423
21,J166_B1,545.7041323,61.45316805,,1686.808,189.9558559,194363,2464.833922
1,J167_B1,663.7830971,74.75034877,,2095.372,235.9653153,303842,3853.202865
2,J167_B1,648.7719168,73.05990054,,2019.57,227.4290541,286087,3628.041048
3,J167_B1,652.141089,73.43931182,,2091.788,235.5617117,305040,3868.395422
4,J167_B1,667.9797901,75.22294934,,2110.208,237.636036,310584,3938.702216
5,J167_B1,642.5573904,72.36006649,,2023.99,227.9268018,286059,3627.685963
6,J167_B1,658.6243239,74.16940584,,2121.888,238.9513514,314050,3982.656643
7,J167_B1,650.0861481,73.20789956,,2031.138,228.7317568,288400,3657.37359
8,J167_B1,638.8528782,71.94289169,,1998.272,225.0306306,275994,3500.045654
9,J167_B1,652.0927848,73.43387216,,2068.31,232.9177928,298717,3788.209662
10,J167_B1,627.0326945,70.61178992,,1966.718,221.4772523,268700,3407.54606
1,J168_B1,544.7384694,61.34442223,,1659.776,186.9117117,190936,2421.374077
2,J168_B1,559.0465097,62.95568803,,1717.42,193.4031532,206047,2613.005742
3,J168_B1,558.323383,62.87425484,,1730.998,194.9322072,210791,2673.167255
5,J168_B1,550.4661661,61.98943312,,1726.694,194.4475225,208931,2649.579478
6,J168_B1,559.2575435,62.9794531,,1776.004,200.0004505,222719,2824.433386
7,J168_B1,554.0487343,62.39287548,,1752.426,197.3452703,215872,2737.602467
8,J168_B1,533.8351806,60.11657439,,1697.062,191.1105856,199047,2524.234539
9,J168_B1,517.6726765,58.29647258,,1623.432,182.8189189,182614,2315.837797
10,J168_B1,504.335206,56.79450518,,1581.586,178.1065315,174639,2214.702033
11,J168_B1,520.9117008,58.66122757,,1633.266,183.9263514,188122,2385.688053
1,J169_B1,664.2062933,74.798006,,2120.716,238.8193694,309888,3929.875822
2,J169_B1,626.0806657,70.50457947,,1944.412,218.9653153,263396,3340.28285
3,J169_B1,650.4705989,73.25119357,,2099.66,236.4481982,304814,3865.529381
4,J169_B1,672.6856621,75.75288988,,2149.264,242.0342342,317808,4030.314098
5,J169_B1,689.9637672,77.69862243,,2176.628,245.1157658,326870,4145.234762
6,J169_B1,656.1287983,73.88837819,,2105.06,237.0563063,305043,3868.433467
7,J169_B1,666.5740769,75.0646483,,2107.442,237.3245495,305852,3878.692882
8,J169_B1,694.164966,78.17173041,,2215.214,249.461036,341051,4325.072539
9,J169_B1,647.2711951,72.89090035,,2067.608,232.8387387,298645,3787.296587
13,J169_B1,676.4037256,76.17159072,,2140.398,241.0358108,314166,3984.127709
1,J170_B1,681.9479452,76.79593977,,2165.518,243.8646396,321943,4082.752516
2,J170_B1,669.7230771,75.41926544,,2118.87,238.6114865,309819,3929.000791
3,J170_B1,656.2499524,73.90202167,,2085.176,234.8171171,297671,3774.944708
4,J170_B1,672.5273229,75.73505889,,2103.074,236.8326577,303684,3851.199172
5,J170_B1,677.0583431,76.24530891,,2155.862,242.7772523,320996,4070.74304
6,J170_B1,668.303075,75.25935529,,2060.654,232.0556306,297843,3777.125944
8,J170_B1,689.6093097,77.65870605,,2182.754,245.8056306,331500,4203.950572
9,J170_B1,683.2430022,76.94177953,,2186.792,246.2603604,327453,4152.628135
10,J170_B1,621.3541663,69.97231602,,1950.692,219.6725225,263800,3345.406217
11,J170_B1,631.0190171,71.06070012,,1973.826,222.2777027,269688,3420.075481
1,J171_B1,586.054605,65.9971402,,1802.502,202.9844595,227358,2883.263331
2,J171_B1,599.3337968,67.49254468,,1833.38,206.4617117,235548,2987.125639
3,J171_B1,598.3385329,67.38046542,,1733.15,195.1745495,201301,2552.818866
4,J171_B1,606.6011869,68.31094447,,1858.004,209.2346847,239067,3031.752191
5,J171_B1,587.4121211,66.15001364,,1783.66,200.8626126,212668,2696.970619
9,J171_B1,589.0339549,66.33265258,,1821.47,205.1204955,226631,2874.043807
14,J171_B1,531.0291894,59.80058439,,1620.706,182.5119369,179545,2276.917965
15,J171_B1,590.978849,66.55167218,,1820.018,204.956982,229709,2913.077774
16,J171_B1,555.8246126,62.59286178,,1746.412,196.668018,215340,2730.855856
17,J171_B1,641.8473339,72.28010517,,1949.456,219.5333333,260166,3299.321281
1,J172_B1,700.3956025,78.87337866,,2198.876,247.6211712,337908,4285.214268
2,J172_B1,702.2570754,79.08300399,,2220.894,250.1006757,342260,4340.404594
4,J172_B1,685.1313743,77.15443404,,2185.748,246.1427928,329621,4180.121845
5,J172_B1,712.0372181,80.18437141,,2257.43,254.2150901,349389,4430.811724
6,J172_B1,684.0497058,77.03262453,,2198.538,247.5831081,338748,4295.866813
7,J172_B1,686.1843776,77.2730155,,2198.908,247.6247748,333494,4229.237684
8,J172_B1,684.4808252,77.08117401,,2180.894,245.5961712,331711,4206.62639
9,J172_B1,672.2685475,75.70591751,,2156.69,242.8704955,325207,4124.14526
10,J172_B1,674.7629213,75.98681546,,2134.144,240.3315315,322353,4087.951972
11,J172_B1,709.1868583,79.86338494,,2243.582,252.6556306,346754,4397.395707
1,J173_B1,691.6942966,77.89350187,,2208.946,248.7551802,334891,4246.95388
2,J173_B1,669.3414674,75.37629137,,2111.188,237.7463964,305449,3873.582197
3,J173_B1,673.0289741,75.79155114,,2115.902,238.2772523,307265,3896.611984
4,J173_B1,654.2858702,73.68084124,,2050.45,230.9065315,292058,3703.762885
5,J173_B1,660.6398414,74.39637854,,2040.718,229.8105856,286819,3637.323979
6,J173_B1,695.4861609,78.32051361,,2194.142,247.0880631,338796,4296.47553
7,J173_B1,648.6077397,73.04141213,,2032.31,228.8637387,287559,3646.708364
8,J173_B1,704.0511345,79.28503767,,2225.15,250.579955,340256,4314.990666
9,J173_B1,692.3698434,77.96957696,,2165.824,243.8990991,324622,4116.726524
10,J173_B1,677.0974819,76.24971643,,2110.832,237.7063063,314360,3986.587939
1,J174_B1,551.1778297,62.06957542,,1769.292,199.2445946,218452,2770.320997
2,J174_B1,531.3266415,59.83408125,,1683.866,189.6245495,197639,2506.378845
3,J174_B1,561.8941181,63.27636465,,1761.636,198.3824324,216188,2741.609853
5,J174_B1,558.1621628,62.85609941,,1785.05,201.0191441,222136,2817.040013
6,J174_B1,533.3713528,60.06434153,,1660.488,186.9918919,192240,2437.910884
7,J174_B1,584.3320974,65.80316412,,1815.508,204.4490991,222521,2821.922429
9,J174_B1,557.5840744,62.79099937,,1734.744,195.3540541,208157,2639.763919
11,J174_B1,540.8807632,60.90999586,,1705.866,192.102027,202233,2564.638118
12,J174_B1,530.3630832,59.72557243,,1620.896,182.5333333,179581,2277.374503
13,J174_B1,523.1797014,58.91663304,,1650.018,185.8128378,187707,2380.425189
1,J175_B1,707.8594493,79.71390195,,2173.734,244.7898649,328798,4169.684888
2,J175_B1,647.1862174,72.88133079,,1999.406,225.1583333,277909,3524.330919
3,J175_B1,677.0598201,76.24547524,,2144.334,241.4790541,316632,4015.400536
4,J175_B1,670.4103221,75.49665789,,2139.2,240.9009009,317636,4028.132863
5,J175_B1,672.8513952,75.77155351,,2137.442,240.7029279,313092,3970.50767
6,J175_B1,695.8577441,78.36235857,,2187.316,246.3193694,328695,4168.378683
7,J175_B1,680.9618198,76.68488962,,2166.602,243.9867117,323304,4100.012174
8,J175_B1,665.8175426,74.979453,,2073.558,233.5087838,293922,3727.401388
9,J175_B1,662.8883767,74.64959197,,2053.546,231.2551802,294449,3734.084591
10,J175_B1,695.0892029,78.27581114,,2215.71,249.5168919,338569,4293.596806
1,J176_B1,585.0846093,65.88790645,,1824.424,205.4531532,232583,2949.524694
2,J176_B1,606.1765419,68.26312409,,1878.986,211.5975225,249489,3163.919832
4,J176_B1,588.4114207,66.26254738,,1786.018,201.1281532,217322,2755.990788
5,J176_B1,602.30391,67.82701689,,1870.17,210.6047297,246506,3126.090618
7,J176_B1,587.4912765,66.15892753,,1866.284,210.1671171,245314,3110.97415
