date,Tank,ParentTrt,mV_1,mV_2,mV_3,mV_mean,salinity_1,salinity_2,salinity_3,sal_mean,pH_batch,pH_meas,NBScorr,pHNBS,Swcorr,pHSW,salinity_batch,salinity,temperature,Exposure_vals,Block,bottle_sample,bottle_ID_AUTO,rundate_DDMMMYYYY,Ries_ID_AUTO,Actual_Ries_ID,Recalculated,Flag,UseForCalcite,mV,VindtaTemp,DIC_raw,DIC_corr,DIC_fromAlk,Alk_raw,Alk_corr,AT_Calc_NBS,pCO2_NBS,HCO3_NBS,CO3_NBS,CO2_NBS,SatCalcite_NBS,SatArag_NBS,AT_Calc_SW,pCO2_SW,HCO3_SW,CO3_SW,CO2_SW,SatCalcite_SW,SatArag_SW,pCO2_ATDIC,HCO3_ATDIC,CO3_ATDIC,CO2_ATDIC,SatCalcite_ATDIC,SatArag_ATDIC
20180718,21,2600,-46,-50,-48,-48,19.7,19.7,19.7,19.7,24,7.147448015,0.1339428,7.281390815,-0.138150177,7.143240638,24,19.412,18.8,TEST,B3,TRUE,L18_A_20180718_21,NA,L18_A_20180718_21_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180613,5,400,-83,-83,-83,-83,20.2,20.3,20.2,20.23333333,6,7.827586207,0.1392328,7.966819007,-0.138150177,7.82866883,6,20.17866667,20.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180625,22,400,-80,-80,-81,-80.33333333,19.8,19.7,19.7,19.73333333,13,7.832369942,0.1346328,7.967002742,-0.138150177,7.828852565,13,19.512,19.4,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180801,12,400,-86,-86,-85,-85.66666667,19.9,19.9,19.9,19.9,31,7.83269962,0.1373928,7.97009242,-0.138150177,7.831942242,31,19.912,18,EXPOSURE,B3,TRUE,L18_A_20180801_12,NA,L18_A_20180801_12_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,1,2600,-42,-42,-42,-42,20.2,20.2,20.2,20.2,25,7.139534884,0.1380828,7.277617684,-0.138150177,7.139467506,25,20.012,19.2,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,2,2600,-45,-44,-44,-44.33333333,20.21,20.21,20.21,20.21,25,7.180232558,0.1381518,7.318384358,-0.138150177,7.180234181,25,20.022,19.4,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,3,2600,-44,-45,-44,-44.33333333,20.2,20.2,20.2,20.2,25,7.180232558,0.1380828,7.318315358,-0.138150177,7.180165181,25,20.012,19.4,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180613,4,400,-84,-83,-83,-83.33333333,20.3,20.3,20.3,20.3,6,7.833333333,0.1399228,7.973256133,-0.138150177,7.835105956,6,20.27866667,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180806,17,400,-84,-84,-82,-83.33333333,19.9,19.9,19.9,19.9,33,7.836935167,0.1380828,7.975017967,-0.138150177,7.83686779,33,20.012,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180716,17,400,-84,-82,-82,-82.66666667,19.9,19.9,19.9,19.9,22,7.837476099,0.1367028,7.974178899,-0.138150177,7.836028722,22,19.812,18.8,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,7,2600,-48,-49,-48,-48.33333333,20,20,20,20,25,7.25,0.1367028,7.3867028,-0.138150177,7.248552623,25,19.812,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,8,2600,-49,-49,-49,-49,20,20,20,20,25,7.261627907,0.1367028,7.398330707,-0.138150177,7.26018053,25,19.812,19.3,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,9,2600,-49,-49,-49,-49,20,20,20,20,25,7.261627907,0.1367028,7.398330707,-0.138150177,7.26018053,25,19.812,19.2,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,24,400,-84,-83,-84,-83.66666667,20,20,20,20,27,7.838150289,0.1380828,7.976233089,-0.138150177,7.838082912,27,20.012,19.8,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180803,12,400,-84,-86,-85,-85,20,20,20,20,32,7.838834951,0.1387728,7.977607751,-0.138150177,7.839457574,32,20.112,19.4,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180803,10,400,-85,-85,-85,-85,20.1,20.1,20.1,20.1,32,7.838834951,0.1394628,7.978297751,-0.138150177,7.840147574,32,20.212,19.3,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,13,2600,-39,-40,-39,-39.33333333,20.2,20.1,20.1,20.13333333,25,7.093023256,0.1373928,7.230416056,-0.138150177,7.092265878,25,19.912,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,14,2600,-38,-38,-38,-38,20,20,20,20,25,7.069767442,0.1367028,7.206470242,-0.138150177,7.068320064,25,19.812,19.7,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,15,2600,-40,-39,-39,-39.33333333,20.1,20.1,20.1,20.1,25,7.093023256,0.1373928,7.230416056,-0.138150177,7.092265878,25,19.912,19.3,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180716,24,400,-83,-82,-84,-83,19.3,19.3,19.3,19.3,22,7.843212237,0.1325628,7.975775037,-0.138150177,7.83762486,22,19.212,19.7,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180716,22,400,-83,-83,-83,-83,19.4,19.4,19.4,19.4,22,7.843212237,0.1332528,7.976465037,-0.138150177,7.83831486,22,19.312,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180625,12,400,-81,-81,-81,-81,19.6,19.6,19.6,19.6,13,7.843930636,0.1339428,7.977873436,-0.138150177,7.839723258,13,19.412,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,19,2600,-38,-38,-38,-38,20.1,20.2,20.1,20.13333333,25,7.069767442,0.1373928,7.207160242,-0.138150177,7.069010064,25,19.912,20.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,20,2600,-37,-37,-37,-37,20.2,20.1,20.1,20.13333333,25,7.052325581,0.1373928,7.189718381,-0.138150177,7.051568204,25,19.912,19.5,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180720,21,2600,-36,-37,-37,-36.66666667,20,20,20,20,25,7.046511628,0.1367028,7.183214428,-0.138150177,7.045064251,25,19.812,19.8,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180625,11,400,-81,-81,-81,-81,19.7,19.7,19.7,19.7,13,7.843930636,0.1346328,7.978563436,-0.138150177,7.840413258,13,19.512,19.7,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180625,23,400,-81,-81,-81,-81,19.7,19.7,19.7,19.7,13,7.843930636,0.1346328,7.978563436,-0.138150177,7.840413258,13,19.512,19.4,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180625,24,400,-81,-81,-81,-81,19.7,19.7,19.7,19.7,13,7.843930636,0.1346328,7.978563436,-0.138150177,7.840413258,13,19.512,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,1,2600,-37,-38,-38,-37.66666667,20.1,20.1,20.1,20.1,26,6.965250965,0.1371628,7.102413765,-0.138150177,6.964263588,26,19.87866667,19.2,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,2,2600,-38,-37,-37,-37.33333333,20.1,20.1,20.1,20.1,26,6.959459459,0.1371628,7.096622259,-0.138150177,6.958472082,26,19.87866667,19.4,EXPOSURE,B2,TRUE,L18_A_20180723_2,NA,L18_A_20180723_2_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,3,2600,-38,-38,-39,-38.33333333,20,20,20,20,26,6.976833977,0.1364728,7.113306777,-0.138150177,6.975156599,26,19.77866667,19.4,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,18,400,-84,-84,-84,-84,20,20,20,20,27,7.843930636,0.1380828,7.982013436,-0.138150177,7.843863258,27,20.012,19.5,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180611,4,400,-84,-84,-84,-84,22,22.1,22,22.03333333,4,7.84,0.1511928,7.9911928,-0.138150177,7.853042623,4,21.912,20.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180611,6,400,-84,-84,-84,-84,22,22.1,22,22.03333333,4,7.84,0.1511928,7.9911928,-0.138150177,7.853042623,4,21.912,20.6,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,7,2600,-47,-49,-48,-48,20.1,20.1,20.1,20.1,26,7.144787645,0.1371628,7.281950445,-0.138150177,7.143800267,26,19.87866667,19,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,8,2600,-47,-49,-49,-48.33333333,20.1,20.1,20.1,20.1,26,7.150579151,0.1371628,7.287741951,-0.138150177,7.149591773,26,19.87866667,19.3,EXPOSURE,B2,TRUE,L18_A_20180723_8,NA,L18_A_20180723_8_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,9,2600,-48,-49,-49,-48.66666667,20.1,20.1,20.1,20.1,26,7.156370656,0.1371628,7.293533456,-0.138150177,7.155383279,26,19.87866667,19.2,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180611,16,400,-84,-84,-84,-84,22.1,22.1,22,22.06666667,4,7.84,0.1511928,7.9911928,-0.138150177,7.853042623,4,21.912,22.5,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180716,23,400,-83,-83,-84,-83.33333333,19.4,19.4,19.4,19.4,22,7.848948375,0.1332528,7.982201175,-0.138150177,7.844050997,22,19.312,19.7,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180625,10,400,-81,-82,-81,-81.33333333,19.6,19.6,19.6,19.6,13,7.849710983,0.1339428,7.983653783,-0.138150177,7.845503605,13,19.412,19.6,EXPOSURE,B1,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,13,2600,-45,-45,-44,-44.66666667,20.1,20.1,20.1,20.1,26,7.086872587,0.1371628,7.224035387,-0.138150177,7.085885209,26,19.87866667,19.7,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,14,2600,-44,-43,-43,-43.33333333,20.2,20.2,20.2,20.2,26,7.063706564,0.1378528,7.201559364,-0.138150177,7.063409186,26,19.97866667,19.7,EXPOSURE,B2,TRUE,L18_A_20180723_14,NA,L18_A_20180723_14_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,15,2600,-41,-41,-42,-41.33333333,20.2,20.2,20.2,20.2,26,7.028957529,0.1378528,7.166810329,-0.138150177,7.028660152,26,19.97866667,19.3,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,4,400,-84,-84,-85,-84.33333333,20,20,20,20,27,7.849710983,0.1380828,7.987793783,-0.138150177,7.849643605,27,20.012,20.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,17,400,-84,-85,-84,-84.33333333,20,20,20,20,27,7.849710983,0.1380828,7.987793783,-0.138150177,7.849643605,27,20.012,19.5,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180728,6,400,-85,-85,-85,-85,20.1,20.1,20.1,20.1,29,7.849710983,0.1387728,7.988483783,-0.138150177,7.850333605,29,20.112,20,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,19,2600,-44,-45,-45,-44.66666667,20.1,20.1,20.1,20.1,26,7.086872587,0.1371628,7.224035387,-0.138150177,7.085885209,26,19.87866667,20.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,20,2600,-46,-46,-45,-45.66666667,20.2,20.2,20.2,20.2,26,7.104247104,0.1378528,7.242099904,-0.138150177,7.103949727,26,19.97866667,19.5,EXPOSURE,B2,TRUE,L18_A_20180723_20,NA,L18_A_20180723_20_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180723,21,2600,-41,-42,-41,-41.33333333,20.1,20.1,20.1,20.1,26,7.028957529,0.1371628,7.166120329,-0.138150177,7.027970152,26,19.87866667,19.8,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180728,18,400,-85,-85,-85,-85,20.1,20.1,20.1,20.1,29,7.849710983,0.1387728,7.988483783,-0.138150177,7.850333605,29,20.112,20,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180803,11,400,-86,-85,-86,-85.66666667,20,20,20,20,32,7.850485437,0.1387728,7.989258237,-0.138150177,7.85110806,32,20.112,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180803,16,400,-86,-86,-85,-85.66666667,20.1,20.1,20.1,20.1,32,7.850485437,0.1394628,7.989948237,-0.138150177,7.85179806,32,20.212,18.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,1,2600,-42,-42,-42,-42,20,20,20,20,27,7.115606936,0.1380828,7.253689736,-0.138150177,7.115539559,27,20.012,19.8,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,2,2600,-42,-42,-43,-42.33333333,20,20,20,20,27,7.121387283,0.1380828,7.259470083,-0.138150177,7.121319906,27,20.012,19.9,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,3,2600,-43,-43,-42,-42.66666667,20,20,20,20,27,7.12716763,0.1380828,7.26525043,-0.138150177,7.127100253,27,20.012,19.9,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,5,400,-85,-85,-84,-84.66666667,20,20,20,20,27,7.855491329,0.1380828,7.993574129,-0.138150177,7.855423952,27,20.012,19.8,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,23,400,-85,-84,-85,-84.66666667,20,20,20,20,27,7.855491329,0.1380828,7.993574129,-0.138150177,7.855423952,27,20.012,19.9,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180716,18,400,-84,-85,-83,-84,19.8,19.8,19.8,19.8,22,7.86042065,0.1360128,7.99643345,-0.138150177,7.858283273,22,19.712,18.9,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,7,2600,-50,-50,-50,-50,20,20,20,20,27,7.25433526,0.1380828,7.39241806,-0.138150177,7.254267883,27,20.012,19.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,8,2600,-52,-52,-52,-52,20.1,20.1,20.1,20.1,27,7.289017341,0.1387728,7.427790141,-0.138150177,7.289639964,27,20.112,19.1,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,9,2600,-52,-52,-52,-52,20,20,20,20,27,7.289017341,0.1380828,7.427100141,-0.138150177,7.288949964,27,20.012,19,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180718,23,400,-88,-90,-92,-90,19.7,19.6,19.6,19.63333333,24,7.862003781,0.1332528,7.995256581,-0.138150177,7.857106403,24,19.312,19.6,TEST,B2,TRUE,L18_A_20180718_23,NA,L18_A_20180718_23_NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,6,400,-85,-85,-85,-85,20,20,20,20,27,7.861271676,0.1380828,7.999354476,-0.138150177,7.861204299,27,20.012,20.1,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,22,400,-85,-85,-85,-85,20,20,20,20,27,7.861271676,0.1380828,7.999354476,-0.138150177,7.861204299,27,20.012,19.9,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,13,2600,-39,-38,-38,-38.33333333,19.9,20,20,19.96666667,27,7.052023121,0.1380828,7.190105921,-0.138150177,7.051955744,27,20.012,19.1,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,14,2600,-41,-40,-42,-41,20.1,20.2,20.1,20.13333333,27,7.098265896,0.1387728,7.237038696,-0.138150177,7.098888519,27,20.112,19.1,EXPOSURE,B2,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,15,2600,-40,-40,-42,-40.66666667,20.1,20.1,20,20.06666667,27,7.092485549,0.1380828,7.230568349,-0.138150177,7.092418172,27,20.012,19.1,EXPOSURE,B3,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180725,16,400,-85,-85,-85,-85,20.1,20.1,20.1,20.1,27,7.861271676,0.1387728,8.000044476,-0.138150177,7.861894299,27,20.112,19.4,TEST,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20180608,5,400,-85,-85,-85,-85,22,21.9,21.9,21.93333333,1,7.857142857,0.1505028,8.007645657,-0.138150177,7.86949548,1,21.812,19.7,NA,NA,FALSE,NA,NA,NA,NA,NA,,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
