pHLogSN,Site,pHLogIntMin,DateTimeGMT,pHTempF,mV,pH,Bottle,CuOnField
20430898,BARN,5,2018-09-19 10:05:00,71.47,-55.14,7.85,,Y
20430898,BARN,5,2018-09-19 10:10:00,71.47,-55.45,7.85,,Y
20430898,BARN,5,2018-09-19 10:15:00,71.47,-55.33,7.85,,Y
20430898,BARN,5,2018-09-19 10:20:00,71.47,-55.27,7.85,,Y
20430898,BARN,5,2018-09-19 10:25:00,71.47,-55.1,7.85,,Y
20430898,BARN,5,2018-09-19 10:30:00,71.47,-55.1,7.85,,Y
20430898,BARN,5,2018-09-19 10:35:00,71.47,-55,7.85,,Y
20430898,BARN,5,2018-09-19 10:40:00,71.47,-54.85,7.84,,Y
20430898,BARN,5,2018-09-19 10:45:00,71.47,-54.81,7.84,,Y
20430898,BARN,5,2018-09-19 10:50:00,71.47,-54.72,7.84,,Y
20430898,BARN,5,2018-09-19 10:55:00,71.47,-54.5,7.84,,Y
20430898,BARN,5,2018-09-19 11:00:00,71.47,-54.33,7.83,,Y
20430898,BARN,5,2018-09-19 11:05:00,71.47,-53.83,7.83,,Y
20430898,BARN,5,2018-09-19 11:10:00,71.47,-53.33,7.82,,Y
20430898,BARN,5,2018-09-19 11:15:00,71.47,-52.85,7.81,,Y
20430898,BARN,5,2018-09-19 11:20:00,71.47,-52.39,7.8,,Y
20430898,BARN,5,2018-09-19 11:25:00,71.51,-52.03,7.79,,Y
20430898,BARN,5,2018-09-19 11:30:00,71.51,-51.6,7.79,,Y
20430898,BARN,5,2018-09-19 11:35:00,71.51,-51.44,7.78,,Y
20430898,BARN,5,2018-09-19 11:40:00,71.51,-51.03,7.78,,Y
20430898,BARN,5,2018-09-19 11:45:00,71.51,-50.81,7.77,,Y
20430898,BARN,5,2018-09-19 11:50:00,71.51,-50.35,7.77,,Y
20430898,BARN,5,2018-09-19 11:55:00,71.51,-49.95,7.76,,Y
20430898,BARN,5,2018-09-19 12:00:00,71.51,-49.95,7.76,,Y
20430898,BARN,5,2018-09-19 12:05:00,71.51,-49.47,7.75,,Y
20430898,BARN,5,2018-09-19 12:10:00,71.51,-48.97,7.74,,Y
20430898,BARN,5,2018-09-19 12:15:00,71.51,-48.38,7.73,,Y
20430898,BARN,5,2018-09-19 12:20:00,71.51,-47.97,7.72,,Y
20430898,BARN,5,2018-09-19 12:25:00,71.51,-47.41,7.71,,Y
20430898,BARN,5,2018-09-19 12:30:00,71.51,-46.94,7.71,,Y
20430898,BARN,5,2018-09-19 12:35:00,71.51,-46.49,7.7,,Y
20430898,BARN,5,2018-09-19 12:40:00,71.51,-46.11,7.69,,Y
20430898,BARN,5,2018-09-19 12:45:00,71.47,-46.05,7.69,,Y
20430898,BARN,5,2018-09-19 12:50:00,71.47,-45.47,7.68,,Y
20430898,BARN,5,2018-09-19 12:55:00,71.47,-44.95,7.67,,Y
20430898,BARN,5,2018-09-19 13:00:00,71.47,-44.5,7.66,,Y
20430898,BARN,5,2018-09-19 13:05:00,71.42,-43.86,7.65,,Y
20430898,BARN,5,2018-09-19 13:10:00,71.42,-43.52,7.65,,Y
20430898,BARN,5,2018-09-19 13:15:00,71.42,-43.1,7.64,,Y
20430898,BARN,5,2018-09-19 13:20:00,71.42,-42.69,7.63,,Y
20430898,BARN,5,2018-09-19 13:25:00,71.42,-42.38,7.63,,Y
20430898,BARN,5,2018-09-19 13:30:00,71.38,-41.99,7.62,,Y
20430898,BARN,5,2018-09-19 13:35:00,71.38,-41.27,7.61,,Y
20430898,BARN,5,2018-09-19 13:40:00,71.38,-40.75,7.6,,Y
20430898,BARN,5,2018-09-19 13:45:00,71.34,-40.63,7.6,,Y
20430898,BARN,5,2018-09-19 13:50:00,71.34,-40.11,7.59,,Y
20430898,BARN,5,2018-09-19 13:55:00,71.34,-39.97,7.59,,Y
20430898,BARN,5,2018-09-19 14:00:00,71.34,-39.78,7.58,,Y
20430898,BARN,5,2018-09-19 14:05:00,71.3,-39.69,7.58,,Y
20430898,BARN,5,2018-09-19 14:10:00,71.3,-39.34,7.57,,Y
20430898,BARN,5,2018-09-19 14:15:00,71.3,-39.25,7.57,,Y
20430898,BARN,5,2018-09-19 14:20:00,71.3,-39.09,7.57,,Y
20430898,BARN,5,2018-09-19 14:25:00,71.3,-39.09,7.57,,Y
20430898,BARN,5,2018-09-19 14:30:00,71.3,-38.91,7.57,,Y
20430898,BARN,5,2018-09-19 14:35:00,71.25,-38.78,7.56,,Y
20430898,BARN,5,2018-09-19 14:40:00,71.25,-38.36,7.56,,Y
20430898,BARN,5,2018-09-19 14:45:00,71.25,-38.08,7.55,,Y
20430898,BARN,5,2018-09-19 14:50:00,71.25,-38.91,7.57,,Y
20430898,BARN,5,2018-09-19 14:55:00,71.21,-40.52,7.59,,Y
20430898,BARN,5,2018-09-19 15:00:00,71.25,-41.28,7.61,,Y
20430898,BARN,5,2018-09-19 15:05:00,71.21,-44.02,7.66,,Y
20430898,BARN,5,2018-09-19 15:10:00,71.17,-43.27,7.64,,Y
20430898,BARN,5,2018-09-19 15:15:00,71.17,-43.27,7.64,,Y
20430898,BARN,5,2018-09-19 15:20:00,71.17,-43.17,7.64,,Y
20430898,BARN,5,2018-09-19 15:25:00,71.17,-44.63,7.67,,Y
20430898,BARN,5,2018-09-19 15:30:00,71.17,-44.97,7.67,,Y
20430898,BARN,5,2018-09-19 15:35:00,71.17,-45.02,7.67,,Y
20430898,BARN,5,2018-09-19 15:40:00,71.12,-45.78,7.69,,Y
20430898,BARN,5,2018-09-19 15:45:00,71.04,-48.56,7.73,,Y
20430898,BARN,5,2018-09-19 15:50:00,70.99,-48.22,7.73,,Y
20430898,BARN,5,2018-09-19 15:55:00,71.04,-47.3,7.71,,Y
20430898,BARN,5,2018-09-19 16:00:00,71.08,-47.5,7.72,,Y
20430898,BARN,5,2018-09-19 16:05:00,71.04,-49,7.74,,Y
20430898,BARN,5,2018-09-19 16:10:00,71.04,-50.03,7.76,,Y
20430898,BARN,5,2018-09-19 16:15:00,70.99,-50.19,7.76,,Y
20430898,BARN,5,2018-09-19 16:20:00,70.99,-50.24,7.76,,Y
20430898,BARN,5,2018-09-19 16:25:00,70.99,-50.03,7.76,,Y
20430898,BARN,5,2018-09-19 16:30:00,70.99,-50.02,7.76,,Y
20430898,BARN,5,2018-09-19 16:35:00,71.04,-51.36,7.78,,Y
20430898,BARN,5,2018-09-19 16:40:00,70.99,-52.25,7.8,,Y
20430898,BARN,5,2018-09-19 16:45:00,70.95,-52.36,7.8,,Y
20430898,BARN,5,2018-09-19 16:50:00,70.91,-52.75,7.81,,Y
20430898,BARN,5,2018-09-19 16:55:00,70.82,-53.97,7.83,,Y
20430898,BARN,5,2018-09-19 17:00:00,70.78,-53.86,7.83,,Y
20430898,BARN,5,2018-09-19 17:05:00,70.74,-54,7.83,,Y
20430898,BARN,5,2018-09-19 17:10:00,70.69,-53.99,7.83,,Y
20430898,BARN,5,2018-09-19 17:15:00,70.56,-53.64,7.82,,Y
20430898,BARN,5,2018-09-19 17:20:00,70.61,-54.56,7.84,,Y
20430898,BARN,5,2018-09-19 17:25:00,70.69,-55.35,7.85,,Y
20430898,BARN,5,2018-09-19 17:30:00,70.65,-56.02,7.87,,Y
20430898,BARN,5,2018-09-19 17:35:00,70.61,-56.3,7.87,,Y
20430898,BARN,5,2018-09-19 17:40:00,70.56,-56.36,7.87,,Y
20430898,BARN,5,2018-09-19 17:45:00,70.52,-57.31,7.89,,Y
20430898,BARN,5,2018-09-19 17:50:00,70.56,-58.6,7.91,,Y
20430898,BARN,5,2018-09-19 17:55:00,70.48,-58.67,7.91,,Y
20430898,BARN,5,2018-09-19 18:00:00,70.48,-58.81,7.91,,Y
20430898,BARN,5,2018-09-19 18:05:00,70.48,-59.36,7.92,,Y
20430898,BARN,5,2018-09-19 18:10:00,70.44,-60,7.93,,Y
20430898,BARN,5,2018-09-19 18:15:00,70.44,-59.7,7.93,,Y
20430898,BARN,5,2018-09-19 18:20:00,70.35,-60.66,7.95,,Y
20430898,BARN,5,2018-09-19 18:25:00,70.35,-60.75,7.95,,Y
20430898,BARN,5,2018-09-19 18:30:00,70.31,-60.64,7.95,,Y
20430898,BARN,5,2018-09-19 18:35:00,70.31,-61.24,7.96,,Y
20430898,BARN,5,2018-09-19 18:40:00,70.26,-61.91,7.97,,Y
20430898,BARN,5,2018-09-19 18:45:00,70.18,-62.25,7.97,,Y
20430898,BARN,5,2018-09-19 18:50:00,70.09,-61.92,7.97,,Y
20430898,BARN,5,2018-09-19 18:55:00,69.92,-61.92,7.97,,Y
20430898,BARN,5,2018-09-19 19:00:00,69.88,-61.42,7.96,,Y
20430898,BARN,5,2018-09-19 19:05:00,69.83,-61.06,7.95,,Y
20430898,BARN,5,2018-09-19 19:10:00,69.83,-60.66,7.95,,Y
20430898,BARN,5,2018-09-19 19:15:00,69.83,-61.28,7.96,,Y
20430898,BARN,5,2018-09-19 19:20:00,69.88,-61.24,7.96,,Y
20430898,BARN,5,2018-09-19 19:25:00,69.88,-61.25,7.96,,Y
20430898,BARN,5,2018-09-19 19:30:00,69.88,-61.31,7.96,,Y
20430898,BARN,5,2018-09-19 19:35:00,69.88,-61.24,7.96,,Y
20430898,BARN,5,2018-09-19 19:40:00,69.88,-60.95,7.95,,Y
20430898,BARN,5,2018-09-19 19:45:00,69.79,-61.1,7.96,,Y
20430898,BARN,5,2018-09-19 19:50:00,69.75,-60.66,7.95,,Y
20430898,BARN,5,2018-09-19 19:55:00,69.75,-61.19,7.96,,Y
20430898,BARN,5,2018-09-19 20:00:00,69.75,-61.69,7.97,,Y
20430898,BARN,5,2018-09-19 20:05:00,69.75,-61.52,7.96,,Y
20430898,BARN,5,2018-09-19 20:10:00,69.88,-62.16,7.97,,Y
20430898,BARN,5,2018-09-19 20:15:00,69.79,-63.05,7.99,,Y
20430898,BARN,5,2018-09-19 20:20:00,69.79,-62.64,7.98,,Y
20430898,BARN,5,2018-09-19 20:25:00,69.79,-62.41,7.98,,Y
20430898,BARN,5,2018-09-19 20:30:00,69.79,-62.8,7.98,,Y
20430898,BARN,5,2018-09-19 20:35:00,69.75,-62.96,7.99,,Y
20430898,BARN,5,2018-09-19 20:40:00,69.75,-63.27,7.99,,Y
20430898,BARN,5,2018-09-19 20:45:00,69.75,-63.14,7.99,,Y
20430898,BARN,5,2018-09-19 20:50:00,69.71,-63.52,8,,Y
20430898,BARN,5,2018-09-19 20:55:00,69.71,-63.56,8,,Y
20430898,BARN,5,2018-09-19 21:00:00,69.71,-63.46,8,,Y
20430898,BARN,5,2018-09-19 21:05:00,69.75,-62.55,7.98,,Y
20430898,BARN,5,2018-09-19 21:10:00,69.71,-60.64,7.95,,Y
20430898,BARN,5,2018-09-19 21:15:00,69.66,-61.39,7.96,,Y
20430898,BARN,5,2018-09-19 21:20:00,69.66,-62.21,7.97,,Y
20430898,BARN,5,2018-09-19 21:25:00,69.66,-61.27,7.96,,Y
20430898,BARN,5,2018-09-19 21:30:00,69.62,-59.94,7.94,,Y
20430898,BARN,5,2018-09-19 21:35:00,69.58,-59.16,7.92,,Y
20430898,BARN,5,2018-09-19 21:40:00,69.49,-58.53,7.91,,Y
20430898,BARN,5,2018-09-19 21:45:00,69.45,-58.24,7.91,,Y
20430898,BARN,5,2018-09-19 21:50:00,69.45,-58.49,7.91,,Y
20430898,BARN,5,2018-09-19 21:55:00,69.45,-58.28,7.91,,Y
20430898,BARN,5,2018-09-19 22:00:00,69.45,-58.11,7.9,,Y
20430898,BARN,5,2018-09-19 22:05:00,69.4,-57.85,7.9,,Y
20430898,BARN,5,2018-09-19 22:10:00,69.4,-58.39,7.91,,Y
20430898,BARN,5,2018-09-19 22:15:00,69.4,-58.02,7.9,,Y
20430898,BARN,5,2018-09-19 22:20:00,69.4,-57.89,7.9,,Y
20430898,BARN,5,2018-09-19 22:25:00,69.36,-57.88,7.9,,Y
20430898,BARN,5,2018-09-19 22:30:00,69.36,-57.7,7.9,,Y
20430898,BARN,5,2018-09-19 22:35:00,69.36,-57.36,7.89,,Y
20430898,BARN,5,2018-09-19 22:40:00,69.32,-57.06,7.89,,Y
20430898,BARN,5,2018-09-19 22:45:00,69.32,-56.69,7.88,,Y
20430898,BARN,5,2018-09-19 22:50:00,69.32,-56.3,7.87,,Y
20430898,BARN,5,2018-09-19 22:55:00,69.28,-56.35,7.87,,Y
20430898,BARN,5,2018-09-19 23:00:00,69.23,-56.11,7.87,,Y
20430898,BARN,5,2018-09-19 23:05:00,69.23,-56.1,7.87,,Y
20430898,BARN,5,2018-09-19 23:10:00,69.19,-55.78,7.86,,Y
20430898,BARN,5,2018-09-19 23:15:00,69.19,-55.67,7.86,,Y
20430898,BARN,5,2018-09-19 23:20:00,69.15,-55.45,7.86,,Y
20430898,BARN,5,2018-09-19 23:25:00,69.1,-55.22,7.85,,Y
20430898,BARN,5,2018-09-19 23:30:00,69.06,-55.1,7.85,,Y
20430898,BARN,5,2018-09-19 23:35:00,69.02,-54.78,7.85,,Y
20430898,BARN,5,2018-09-19 23:40:00,68.98,-54.16,7.84,,Y
20430898,BARN,5,2018-09-19 23:45:00,68.98,-53.64,7.83,,Y
20430898,BARN,5,2018-09-19 23:50:00,68.93,-53.24,7.82,,Y
20430898,BARN,5,2018-09-19 23:55:00,68.89,-52.67,7.81,,Y
20430898,BARN,5,2018-09-20 0:00:00,68.85,-52.22,7.8,,Y
20430898,BARN,5,2018-09-20 0:05:00,68.8,-51.63,7.79,,Y
20430898,BARN,5,2018-09-20 0:10:00,68.76,-50.92,7.78,,Y
20430898,BARN,5,2018-09-20 0:15:00,68.72,-50.52,7.77,,Y
20430898,BARN,5,2018-09-20 0:20:00,68.68,-50.16,7.77,,Y
20430898,BARN,5,2018-09-20 0:25:00,68.59,-49.5,7.75,,Y
20430898,BARN,5,2018-09-20 0:30:00,68.55,-48.88,7.74,,Y
20430898,BARN,5,2018-09-20 0:35:00,68.5,-48.17,7.73,,Y
20430898,BARN,5,2018-09-20 0:40:00,68.46,-47.8,7.73,,Y
20430898,BARN,5,2018-09-20 0:45:00,68.42,-47.05,7.71,,Y
20430898,BARN,5,2018-09-20 0:50:00,68.38,-46.42,7.7,,Y
20430898,BARN,5,2018-09-20 0:55:00,68.33,-46,7.69,,Y
20430898,BARN,5,2018-09-20 1:00:00,68.25,-45.41,7.68,,Y
20430898,BARN,5,2018-09-20 1:05:00,68.2,-44.7,7.67,,Y
20430898,BARN,5,2018-09-20 1:10:00,68.16,-44.2,7.66,,Y
20430898,BARN,5,2018-09-20 1:15:00,68.08,-43.69,7.65,,Y
20430898,BARN,5,2018-09-20 1:20:00,67.99,-43.05,7.64,,Y
20430898,BARN,5,2018-09-20 1:25:00,67.95,-41.86,7.62,,Y
20430898,BARN,5,2018-09-20 1:30:00,67.82,-40.78,7.6,,Y
20430898,BARN,5,2018-09-20 1:35:00,67.78,-39.95,7.59,,Y
20430898,BARN,5,2018-09-20 1:40:00,67.73,-39.66,7.58,,Y
20430898,BARN,5,2018-09-20 1:45:00,67.69,-39.14,7.57,,Y
20430898,BARN,5,2018-09-20 1:50:00,67.56,-38.22,7.56,,Y
20430898,BARN,5,2018-09-20 1:55:00,67.56,-38,7.55,,Y
20430898,BARN,5,2018-09-20 2:00:00,67.43,-37.13,7.54,,Y
20430898,BARN,5,2018-09-20 2:05:00,67.39,-36.55,7.53,,Y
20430898,BARN,5,2018-09-20 2:10:00,67.35,-36.2,7.52,,Y
20430898,BARN,5,2018-09-20 2:15:00,67.26,-35.74,7.52,,Y
20430898,BARN,5,2018-09-20 2:20:00,67.22,-35.41,7.51,,Y
20430898,BARN,5,2018-09-20 2:25:00,67.18,-35.05,7.5,,Y
20430898,BARN,5,2018-09-20 2:30:00,67.05,-34.63,7.5,,Y
20430898,BARN,5,2018-09-20 2:35:00,67,-34.05,7.49,,Y
20430898,BARN,5,2018-09-20 2:40:00,66.92,-33.31,7.47,,Y
20430898,BARN,5,2018-09-20 2:45:00,66.83,-32.75,7.46,,Y
20430898,BARN,5,2018-09-20 2:50:00,66.75,-32.08,7.45,,Y
20430898,BARN,5,2018-09-20 2:55:00,66.7,-31.45,7.44,,Y
20430898,BARN,5,2018-09-20 3:00:00,66.66,-31.16,7.44,,Y
20430898,BARN,5,2018-09-20 3:05:00,66.62,-31.08,7.43,,Y
20430898,BARN,5,2018-09-20 3:10:00,66.62,-31.08,7.43,,Y
20430898,BARN,5,2018-09-20 3:15:00,66.53,-30.72,7.43,,Y
20430898,BARN,5,2018-09-20 3:20:00,66.66,-30.88,7.43,,Y
20430898,BARN,5,2018-09-20 3:25:00,66.58,-30.41,7.42,,Y
20430898,BARN,5,2018-09-20 3:30:00,66.53,-30.24,7.42,,Y
20430898,BARN,5,2018-09-20 3:35:00,66.53,-34.03,7.49,,Y
20430898,BARN,5,2018-09-20 3:40:00,66.53,-36.74,7.53,,Y
20430898,BARN,5,2018-09-20 3:45:00,66.53,-35.72,7.52,,Y
20430898,BARN,5,2018-09-20 3:50:00,66.58,-35.28,7.51,,Y
20430898,BARN,5,2018-09-20 3:55:00,66.75,-34.83,7.5,,Y
20430898,BARN,5,2018-09-20 4:00:00,66.58,-34.47,7.49,,Y
20430898,BARN,5,2018-09-20 4:05:00,66.58,-35.92,7.52,,Y
20430898,BARN,5,2018-09-20 4:10:00,66.62,-37.42,7.55,,Y
20430898,BARN,5,2018-09-20 4:15:00,66.62,-37.55,7.55,,Y
20430898,BARN,5,2018-09-20 4:20:00,66.66,-38,7.56,,Y
20430898,BARN,5,2018-09-20 4:25:00,66.7,-40.99,7.61,,Y
20430898,BARN,5,2018-09-20 4:30:00,66.75,-41.25,7.61,,Y
20430898,BARN,5,2018-09-20 4:35:00,66.79,-40.45,7.6,,Y
20430898,BARN,5,2018-09-20 4:40:00,66.88,-39.86,7.59,,Y
20430898,BARN,5,2018-09-20 4:45:00,66.88,-40.45,7.6,,Y
20430898,BARN,5,2018-09-20 4:50:00,66.92,-41.41,7.62,,Y
20430898,BARN,5,2018-09-20 4:55:00,66.88,-42.25,7.63,,Y
20430898,BARN,5,2018-09-20 5:00:00,66.88,-42.6,7.64,,Y
20430898,BARN,5,2018-09-20 5:05:00,67,-41.41,7.62,,Y
20430898,BARN,5,2018-09-20 5:10:00,67,-40.83,7.61,,Y
20430898,BARN,5,2018-09-20 5:15:00,67,-40.97,7.61,,Y
20430898,BARN,5,2018-09-20 5:20:00,67.05,-42.17,7.63,,Y
20430898,BARN,5,2018-09-20 5:25:00,67.05,-42.67,7.64,,Y
20430898,BARN,5,2018-09-20 5:30:00,67.09,-43.7,7.66,,Y
20430898,BARN,5,2018-09-20 5:35:00,67.09,-44.7,7.67,,Y
20430898,BARN,5,2018-09-20 5:40:00,67.09,-45.41,7.69,,Y
20430898,BARN,5,2018-09-20 5:45:00,67.09,-46.25,7.7,,Y
20430898,BARN,5,2018-09-20 5:50:00,67.09,-46.11,7.7,,Y
20430898,BARN,5,2018-09-20 5:55:00,67,-46.66,7.71,,Y
20430898,BARN,5,2018-09-20 6:00:00,67.18,-48.19,7.73,,Y
20430898,BARN,5,2018-09-20 6:05:00,67.22,-48.83,7.74,,Y
20430898,BARN,5,2018-09-20 6:10:00,67.22,-49.8,7.76,,Y
20430898,BARN,5,2018-09-20 6:15:00,67.18,-49.78,7.76,,Y
20430898,BARN,5,2018-09-20 6:20:00,67.18,-50.41,7.77,,Y
20430898,BARN,5,2018-09-20 6:25:00,67.09,-50.27,7.77,,Y
20430898,BARN,5,2018-09-20 6:30:00,67.18,-51.06,7.78,,Y
20430898,BARN,5,2018-09-20 6:35:00,67.22,-52.19,7.8,,Y
20430898,BARN,5,2018-09-20 6:40:00,67.26,-52.67,7.81,,Y
20430898,BARN,5,2018-09-20 6:45:00,67.26,-53.36,7.82,,Y
20430898,BARN,5,2018-09-20 6:50:00,67.3,-53.64,7.83,,Y
20430898,BARN,5,2018-09-20 6:55:00,67.26,-53.88,7.83,,Y
20430898,BARN,5,2018-09-20 7:00:00,67.22,-53.77,7.83,,Y
20430898,BARN,5,2018-09-20 7:05:00,67.22,-54.11,7.84,,Y
20430898,BARN,5,2018-09-20 7:10:00,67.26,-54.85,7.85,,Y
20430898,BARN,5,2018-09-20 7:15:00,67.13,-54.05,7.84,,Y
20430898,BARN,5,2018-09-20 7:20:00,67.13,-54.88,7.85,,Y
20430898,BARN,5,2018-09-20 7:25:00,67,-55.39,7.86,,Y
20430898,BARN,5,2018-09-20 7:30:00,66.96,-54.69,7.85,,Y
20430898,BARN,5,2018-09-20 7:35:00,66.62,-55.72,7.87,,Y
20430898,BARN,5,2018-09-20 7:40:00,66.32,-55.66,7.87,,Y
20430898,BARN,5,2018-09-20 7:45:00,66.19,-55.2,7.86,,Y
20430898,BARN,5,2018-09-20 7:50:00,66.23,-55.17,7.86,,Y
20430898,BARN,5,2018-09-20 7:55:00,66.28,-55.14,7.86,,Y
20430898,BARN,5,2018-09-20 8:00:00,66.45,-55.66,7.87,,Y
20430898,BARN,5,2018-09-20 8:05:00,66.58,-56.03,7.87,,Y
20430898,BARN,5,2018-09-20 8:10:00,66.75,-56.19,7.87,,Y
20430898,BARN,5,2018-09-20 8:15:00,66.83,-56.31,7.88,,Y
20430898,BARN,5,2018-09-20 8:20:00,66.92,-56.38,7.88,,Y
20430898,BARN,5,2018-09-20 8:25:00,67.05,-56.77,7.88,,Y
20430898,BARN,5,2018-09-20 8:30:00,67.09,-56.83,7.89,,Y
20430898,BARN,5,2018-09-20 8:35:00,67.18,-57.05,7.89,,Y
20430898,BARN,5,2018-09-20 8:40:00,67.18,-56.67,7.88,,Y
20430898,BARN,5,2018-09-20 8:45:00,67.18,-56.52,7.88,,Y
20430898,BARN,5,2018-09-20 8:50:00,67.22,-55.94,7.87,,Y
20430898,BARN,5,2018-09-20 8:55:00,67.3,-56.35,7.88,,Y
20430898,BARN,5,2018-09-20 9:00:00,67.35,-56.35,7.88,,Y
20430898,BARN,5,2018-09-20 9:05:00,67.39,-55.17,7.86,,Y
20430898,BARN,5,2018-09-20 9:10:00,67.35,-55.31,7.86,,Y
20430898,BARN,5,2018-09-20 9:15:00,67.35,-55.63,7.86,,Y
20430898,BARN,5,2018-09-20 9:20:00,67.35,-55.27,7.86,,Y
20430898,BARN,5,2018-09-20 9:25:00,67.43,-55.91,7.87,,Y
20430898,BARN,5,2018-09-20 9:30:00,67.52,-56.63,7.88,,Y
20430898,BARN,5,2018-09-20 9:35:00,67.6,-57.22,7.89,,Y
20430898,BARN,5,2018-09-20 9:40:00,67.65,-57.83,7.9,,Y
20430898,BARN,5,2018-09-20 9:45:00,67.65,-57.74,7.9,,Y
20430898,BARN,5,2018-09-20 9:50:00,67.65,-58.17,7.91,,Y
20430898,BARN,5,2018-09-20 9:55:00,67.65,-57.86,7.9,,Y
20430898,BARN,5,2018-09-20 10:00:00,67.6,-57.75,7.9,,Y
20430898,BARN,5,2018-09-20 10:05:00,67.56,-57.56,7.9,,Y
20430898,BARN,5,2018-09-20 10:10:00,67.43,-57.05,7.89,,Y
20430898,BARN,5,2018-09-20 10:15:00,67.13,-55.61,7.86,,Y
20430898,BARN,5,2018-09-20 10:20:00,67,-55.6,7.86,,Y
20430898,BARN,5,2018-09-20 10:25:00,66.96,-55.2,7.86,,Y
20430898,BARN,5,2018-09-20 10:30:00,66.92,-54.89,7.85,,Y
20430898,BARN,5,2018-09-20 10:35:00,66.96,-54.92,7.85,,Y
20430898,BARN,5,2018-09-20 10:40:00,67,-55.39,7.86,,Y
20430898,BARN,5,2018-09-20 10:45:00,67.05,-55.25,7.86,,Y
20430898,BARN,5,2018-09-20 10:50:00,67.09,-55.3,7.86,,Y
20430898,BARN,5,2018-09-20 10:55:00,67.09,-55.22,7.86,,Y
20430898,BARN,5,2018-09-20 11:00:00,67.13,-55.88,7.87,,Y
20430898,BARN,5,2018-09-20 11:05:00,67.09,-55.61,7.86,,Y
20430898,BARN,5,2018-09-20 11:10:00,67.09,-55.6,7.86,,Y
20430898,BARN,5,2018-09-20 11:15:00,67.09,-55.58,7.86,,Y
20430898,BARN,5,2018-09-20 11:20:00,67.09,-55.78,7.87,,Y
20430898,BARN,5,2018-09-20 11:25:00,67.13,-55.33,7.86,,Y
20430898,BARN,5,2018-09-20 11:30:00,67.13,-54.88,7.85,,Y
20430898,BARN,5,2018-09-20 11:35:00,67.13,-54.61,7.85,,Y
20430898,BARN,5,2018-09-20 11:40:00,67.18,-54.3,7.84,,Y
20430898,BARN,5,2018-09-20 11:45:00,67.18,-54.13,7.84,,Y
20430898,BARN,5,2018-09-20 11:50:00,67.22,-54.11,7.84,,Y
20430898,BARN,5,2018-09-20 11:55:00,67.22,-53.64,7.83,,Y
20430898,BARN,5,2018-09-20 12:00:00,67.26,-53.63,7.83,,Y
20430898,BARN,5,2018-09-20 12:05:00,67.26,-53.52,7.83,,Y
20430898,BARN,5,2018-09-20 12:10:00,67.3,-53.7,7.83,,Y
20430898,BARN,5,2018-09-20 12:15:00,67.35,-53.61,7.83,,Y
20430898,BARN,5,2018-09-20 12:20:00,67.35,-53.6,7.83,,Y
20430898,BARN,5,2018-09-20 12:25:00,67.39,-53.44,7.83,,Y
20430898,BARN,5,2018-09-20 12:30:00,67.48,-53.67,7.83,,Y
20430898,BARN,5,2018-09-20 12:35:00,67.48,-52.81,7.81,,Y
20430898,BARN,5,2018-09-20 12:40:00,67.48,-52.6,7.81,,Y
20430898,BARN,5,2018-09-20 12:45:00,67.52,-52.27,7.8,,Y
20430898,BARN,5,2018-09-20 12:50:00,67.56,-51.95,7.8,,Y
20430898,BARN,5,2018-09-20 12:55:00,67.56,-52.03,7.8,,Y
20430898,BARN,5,2018-09-20 13:00:00,67.56,-51.99,7.8,,Y
20430898,BARN,5,2018-09-20 13:05:00,67.56,-52.16,7.8,,Y
20430898,BARN,5,2018-09-20 13:10:00,67.6,-51.85,7.8,,Y
20430898,BARN,5,2018-09-20 13:15:00,67.6,-51.47,7.79,,Y
20430898,BARN,5,2018-09-20 13:20:00,67.65,-51.17,7.79,,Y
20430898,BARN,5,2018-09-20 13:25:00,67.65,-50.49,7.77,,Y
20430898,BARN,5,2018-09-20 13:30:00,67.69,-50.14,7.77,,Y
20430898,BARN,5,2018-09-20 13:35:00,67.69,-49.99,7.76,,Y
20430898,BARN,5,2018-09-20 13:40:00,67.69,-50.42,7.77,,Y
20430898,BARN,5,2018-09-20 13:45:00,67.73,-50.28,7.77,,Y
20430898,BARN,5,2018-09-20 13:50:00,67.78,-49.67,7.76,,Y
20430898,BARN,5,2018-09-20 13:55:00,67.82,-50.03,7.77,,Y
20430898,BARN,5,2018-09-20 14:00:00,67.86,-49.74,7.76,,Y
20430898,BARN,5,2018-09-20 14:05:00,67.9,-49.75,7.76,,Y
20430898,BARN,5,2018-09-20 14:10:00,67.95,-49.05,7.75,,Y
20430898,BARN,5,2018-09-20 14:15:00,67.99,-48.72,7.74,,Y
20430898,BARN,5,2018-09-20 14:20:00,68.08,-48.44,7.74,,Y
20430898,BARN,5,2018-09-20 14:25:00,68.08,-48.14,7.73,,Y
20430898,BARN,5,2018-09-20 14:30:00,68.16,-47.97,7.73,,Y
20430898,BARN,5,2018-09-20 14:35:00,68.2,-47.8,7.73,,Y
20430898,BARN,5,2018-09-20 14:40:00,68.29,-47.75,7.72,,Y
20430898,BARN,5,2018-09-20 14:45:00,68.33,-47.5,7.72,,Y
20430898,BARN,5,2018-09-20 14:50:00,68.38,-47.39,7.72,,Y
20430898,BARN,5,2018-09-20 14:55:00,68.46,-47.42,7.72,,Y
20430898,BARN,5,2018-09-20 15:00:00,68.5,-47.49,7.72,,Y
20430898,BARN,5,2018-09-20 15:05:00,68.55,-46.97,7.71,,Y
